'	492|493|495|496|499|503|506|507|511|520|521|524|526|530|531
1979	492|496|508|510|511|512|513|514|515|517|519|522|523|527|529|530|531|533
198	493|499|507|530|531
1980	490|495|499|502|505|508|510|511|512|513|514|515|517|518|522|523|529|530|531|533
1980-1988	522
1980s	488|496|506|507|520|521|522|527|529|530|531
1981	488|499|502|505|510|511|512|513|514|520|521|522|523|527|529|530|531
1982	496|499|501|503|510|511|512|513|514|517|522|525|529|530|531
1982QuRes	525
1983	496|499|510|511|512|513|514|515|517|522|523|527|529|530|531
1983-09-14	531
1984	488|493|496|507|510|511|512|513|514|522|524|529|530|531|533
1985	493|496|499|506|510|511|512|513|514|517|522|523|525|529|530|531
1985AREPS	525
1986	490|496|499|506|507|510|511|512|513|514|517|520|521|522|523|524|527|529|530|531|533|535
1986-2004	530
1986PNAS	490
1987	493|496|499|505|506|507|510|511|512|513|514|515|517|519|522|523|524|525|527|529|530|531
1987QSRv	525
1988	496|499|505|506|507|509|510|511|512|513|514|518|522|525|527|529|530|531
1988-1989	522
1988-1995	522
1989	488|492|493|496|499|506|507|510|511|512|513|514|517|518|522|523|527|529|530|531
199	486|492|493|499|527|531
199-221	499
1990	488|492|493|496|499|501|506|507|508|509|510|511|512|513|514|517|518|520|521|522|523|527|529|530|531|533
1990s	486|488|492|493|496|501|506|507|516|518|520|521|522|523|529|530|531
1991	488|496|499|503|504|505|506|507|510|511|512|513|514|515|517|522|523|527|529|530|531|533
1992	490|492|493|499|506|510|511|512|513|514|515|517|518|522|523|524|527|529|530|531
1992-01-01	493
1993	488|492|493|499|505|506|507|510|511|512|513|514|515|517|522|523|524|527|529|531
1994	486|488|490|491|492|493|496|498|499|501|506|507|510|511|512|513|514|517|522|523|527|529|530|531|533
1994-10-16	491
1995	486|488|492|498|499|506|507|510|511|512|513|514|517|519|522|524|525|527|529|531|535
1995Icar	525
1996	486|490|492|496|498|499|506|508|510|511|512|513|514|517|519|520|521|522|523|525|527|529|530|531
1996-'97	498
1997	486|488|490|492|493|496|498|499|503|506|510|511|512|513|514|515|516|517|518|520|521|522|523|524|525|527|529|530|531|533|534
1997Natur	525
1998	486|488|490|492|493|498|499|505|506|508|510|511|512|513|514|517|518|522|524|525|527|529|530|531|533|535
1998-'04	498
1998-01-16	490
1998-04-20	493
1998-2003	522
19980420	493
1998QSRv	525
1999	486|489|492|493|496|499|505|506|507|508|509|510|511|512|513|514|515|517|518|520|521|522|523|524|527|528|529|530|531
1999-05-10	508
19E	528
19th	492|493|499|503|505|515|517|518|519|529|533
19th-century	493|503
1G2-3468301604	520|521
1L	492
1O	528
1R	528
1S	528
1db8d	486
1er	524
1lane	519
1m	531
1st	491|492|499|501|515|517|530
1stream	486
1up	493|523
2	486|487|488|489|490|491|492|493|494|495|496|497|499|500|501|502|503|504|505|506|507|508|509|510|511|512|513|514|515|517|518|519|520|521|522|523|524|525|526|527|528|529|530|531|532|533|534|535
2'	506
2's	507
2-1	518
2-252-03359-2	493
2-3	522
2-Disc	530
2-digit	492
2-part	507
20	486|488|489|490|491|492|493|495|496|497|498|499|500|501|502|503|505|506|507|508|513|514|515|517|518|519|520|521|522|523|524|525|526|527|528|529|530|531|533
20-19-31	528
20-kiloton	490
200	486|487|490|492|493|499|501|505|506|507|514|517|518|519|520|521|523|524|525|527|528|529|531|533
2000	486|488|490|492|493|495|496|498|499|501|504|505|506|507|508|510|511|512|513|514|515|517|518|519|522|524|525|527|529|530|531|533|535
2000-'04	498
2000-02-07	527
2000-02-26	515
2000-11-08	527
2000-12-25	492
2000-2001	522
20000001	515
20000118	510
20000216	515
20000408032804	486
20001	494
2000GC000108	518
2000Geo	525
2000s	495|496|506|507|522|529|530|531
2001	486|488|489|490|492|493|496|498|499|504|505|506|508|509|510|511|512|513|514|515|517|518|519|520|521|522|523|524|529|530|531|533
2001-12-17	490
20012	486
2001_factsheets_5	529
2002	486|488|489|490|492|493|496|498|499|501|506|507|508|509|510|511|512|513|514|515|517|518|519|522|523|524|527|528|529|530|531|533|535
2002-04-22	508
2002-06-11	506
2002-10-01	493
2002-2007	518
20020511	524
20021012230502	515
200234	486
2003	486|489|490|492|493|496|498|499|501|503|504|505|506|508|509|510|511|512|513|514|515|517|518|519|520|521|522|524|525|527|529|530|531|533
2003-01-29	508
2003-04	506
2003-04-14	501
2003-06-01	527
2003-12-01	490
2003-2012	506
20030804	509
2003QSRv	525
2004	486|488|490|492|493|496|498|499|501|502|503|504|505|506|508|510|511|512|513|514|517|518|519|522|523|524|527|528|529|531|533|535
2004-04-28	506
2004-12-22	518
2004-1443-wm	529
2004-present	522
20040203	506
2005	486|487|488|489|490|492|493|496|499|501|505|506|507|510|511|512|513|514|515|517|518|519|520|521|522|523|524|525|526|527|528|529|530|531|533
2005-02-17	490
2005-03-29-media-usat_x	506
2005-05-04	490
2005-05-10	527
2005-08-15-idol-fame_x	506
2005-09-28	493
2005-2007	506
2005-6	508
20050124020021	529
20050217061020	490
20050314	506
200545940	487
200576730	487
200580390	486
2005Geo	525
2005grootstedelijkeagglomeratiesenstadsgewestenafgebakendart	529
2006	486|488|490|492|493|495|496|499|501|502|503|504|505|506|508|509|510|511|512|513|514|515|517|518|519|520|521|522|523|524|526|527|529|530|531|533
2006-01-17	508
2006-05-12-daughtry-fuel_x	506
2006-05-31	508
2006-06-26	508
2006-07-12	518
2006-09-01	501
2006-09-12	490
2006-09-25	490
2006-09-26	490
2006-09-28	490
2006-10-03	490
2006-10-07	490
2006-10-08	490
2006-10-09	490
2006-10-11	490
2006-11-14	508
2006-1995-wm	529
20060324	506
20060422104846	506
20060514181847	529
20060825011156	524
20060902121655	515
20060912235215	490
20060925164130	490
20060926112422	490
20060927144731	505
20060928190111	490
20061003132331	490
2006_ob_religie_5	529
2006cr	529
2007	486|489|490|492|493|495|496|499|501|502|503|504|505|506|508|509|510|511|512|513|514|515|517|518|519|522|523|524|525|526|527|529|530|531|533
2007-01	526
2007-01-10	518
2007-02-07	508
2007-02-12	526
2007-02-23	518
2007-03-07	508
2007-03-08	508
2007-03-21	508
2007-04-27	492
2007-05-22	531
2007-06-30	490
2007-07-11	499
2007-10-14	499
2007-10-16	499
20070202200016	529
20070208132303	506
20070310210208	506
20070310210300	506
20070323133521	529
20070402012355	529
20070405100219	529
20070518	531
20070522100627	531
20070525221943	506
20070630165411	490
20070711050249	499
20070806-amazon-invests-in-social-music-site-amie-street	486
20070806175414	529
20070819204630	529
20070925005710	486
20071027144316	529
200711	530
20071109003537	531
20071118012332	529
20071127014006	529
20071130	530
20071212_Karen_Heller___The_ruin_of_a_talent__shrilly_told_by_tabloids	531
20071219093124	505
20071224035945	529
20071226022822	529
20071231081441	529
2007_jaarboek_hoofdstuk_01	529
2008	486|488|490|492|493|495|496|499|501|504|505|506|508|509|510|511|512|513|514|515|517|518|519|522|523|524|525|527|528|529|530|531|533|535
2008-02-13	492
2008-03-24	495
2008-04-12	518
2008-04-26	518
2008-05-22-2653349510_x	506
2008-06-23-amy-winehouse_N	531
2008-06-24	503
2008-08-02	492
2008-08-10	499
2008-10-12	527
2008-11-07	490
2008-11-26	522
2008-12-03	492
2008-12-08	522
2008-12-15	503
2008-12-25	495
2008-2010	506
2008-9	506
20080001	495
20080108130938	529
20080108154849	505
20080113182449	529
20080117171220	505
20080125140019	529
20080130145159	531
20080131104219	529
20080206083621	531
20080213213543	531
20080305	506
20080320060143	529
20080402	506
20080512110316	529
20080527	486
20080623	531
20080629001350	486
20080822155119	529
200821	495
200828	495
2008_Jan_15_sponsor_fee	506
2008_May_28_season_end_ratings	506
2008_mutatiestatistiek_stand	529
2008_toerisme_in_amsterdam	529
2008a	493
2008b	493
2009	486|492|493|495|496|497|498|499|500|501|502|503|505|506|507|508|509|510|511|512|513|514|515|516|517|518|519|520|521|522|523|524|525|527|528|529|530|531
2009-01-20	524
2009-04-13	505
2009-04-14	486
2009-05-14	518
2009-06-03	501
2009-06-04	501
2009-06-05	522
2009-06-08	501
2009-07	486
2009-07-05	522
2009-07-12	508
2009-07-16	518
2009-09-07	486
2009-09-29	518
2009-09-30	518
2009-10-01	518
2009-10-02	501
2009-10-16	493
2009-10-31	508
2009-11-07	513
2009-11-11	513
2009-12-02	508
2009-2010	508
2009-4-19	493
2009-american-music-awards-scorecard	510
20090527	531
20090909	520|521
20090929	518
201	490|493|499|508|518|523|527|531
2010	486|488|492|493|495|496|499|500|501|502|503|504|506|507|508|509|510|511|512|513|514|515|517|518|519|520|521|522|523|524|527|528|529|530|531|532
2010-01-11	507
2010-01-12	527
2010-01-17	518
2010-01-18	527
2010-01-19	506
2010-01-20	518
2010-01-22	518
2010-01-24	518
2010-03-02	495
2010-04-06	518
2010-04-15	518
2010-05-03	486
2010-06-20	495
2010-07-25	518
2010-07-29	499
2010-07-31	527
2010-08-13	492
2010-09-01	508
2010-09-02	500|508
2010-09-18	500
2010-10-02	517
2010-10-03	517
2010-10-04	517
2010-10-07	517
2010-10-11	517
2010-10-18	500
2010-10-22	500
2010-10-23	501
2010-10-24	501
2010-10-25	501
2010-11	506|522
2010-11-04	518
2010-11-07	492
2010-11-Ratings-1033838	506
2010-12-06	500
2010-2011	508
2010-Social-Shopping-Study-Reveals-Consumers	486
2010-present	500
20100210	506
20100311	531
20100503005110	486
20100624	520|521
20100702	531
20100727	520|521
20100908	531
20100922	506|507
20101112110915	506
20106853	527
2010_4_33_print	517
2010s	506|507|529|531
2011	486|487|488|491|492|493|495|496|497|498|499|500|502|503|505|506|507|508|510|511|512|513|514|515|516|517|518|519|520|521|522|523|524|525|526|527|529|530|531
2011-01-10	490
2011-01-19	507
2011-01-26	528
2011-01-29	499
2011-03-29	531
2011-04-22	499
2011-05-13	507
2011-05-25	488|507
2011-06-02	486
2011-06-03	493
2011-06-09	492
2011-06-24	524
2011-07-10	495
2011-07-11	499
2011-07-23	531
2011-08-06	507
2011-08-11	499
2011-08-16	518
2011-09-11	518
2011-09-22	499
2011-10-03	499|503
2011-11-03	499
2011-11-24	518
2011-11-25	518
2011-11-28	515
2011-12	496
2011-12-01	491
2011-12-10	491
2011-12-17	493
2011-12-23	486
2011-12-25	518
2011-2012	506
2011-present	500
20110110094228	506
201101315901025	486
20110224fox02	507
20110412-amazon-hasnt-delivered-on-threat-to-close-irving-distribution-center-over-sales-tax-dispute	486
20110605002817	488
2012	486|487|489|491|492|493|495|496|497|499|500|502|505|506|507|508|509|510|511|512|513|514|515|516|517|518|519|520|521|522|523|524|525|526|527|528|529|530|531|534
2012-01-04	501
2012-01-12	527
2012-01-14	495|506
2012-01-22	487
2012-01-24	506
2012-01-25	506
2012-03-04	493
2012-03-26	527
2012-03-27	527
2012-03-29	495
2012-03-30	527
2012-04-03	499
2012-04-04	499
2012-04-19	508
2012-04-20	499
2012-04-21	508
2012-05-21	519|524
2012-06-03	493
2012-06-11	493
2012-07	527
2012-07-13	527
2012-07-16	518
2012-07-20	527
2012-08-05	527
2012-08-09	527
2012-08-11	527
2012-08-13	527
2012-08-15	527
2012-08-24	527
2012-08-25	527
2012-08-29	527
2012-08-30	524
2012-08-31	527
2012-09-05	527
2012-09-06	486
2012-09-11	491
2012-09-16	527
2012-09-22	491
2012-09-25	527
2012-09-26	518
2012-09-29	527
2012-09-30	527
2012-10-08	527
2012-10-20	499
2012-10-25	486
2012-10-27	531
2012-10-29	515
2012-11-01	506|507
2012-11-09	527
2012-11-13	493
2012-11-15	493
2012-11-19	499
2012-11-20	527
2012-11-21	527
2012-11-23	503|527
2012-11-29	527
2012-12-01	527
2012-12-12	527
2012-12-13	527
2012-12-15	527
2012-12-25	531
2012-12-26	531
20120812_Memory_banks_a_little_off__but_the_sentiment_holds	515
20129901	530
2013	486|487|488|490|491|492|493|494|495|496|498|499|500|501|503|504|505|506|507|508|509|510|511|512|514|515|517|518|519|520|521|522|524|526|527|528|529|530|531|532|533|535
2013-	506
2013-01-20	491
2013-01-24	491
2013-01-31	486
2013-02-02	486|491|506
20133970	530
2014	486|496|514|529
2015	514|529
2015116166_amazon22m	486
2016	529
20165333	531
20168379	531
20180700	527
201917	529
201S	490
202	493|499|531
2020	526
202000	486
20212683	526
202307	526
20243428	531
2025	490
20253618	531
20263024	531
20279960	531
2029	531
203	493|499|503|505|523|524|527|530|531
20312226_338679	506
20312226_434241	506
20399871	527
204	493|499|517|524|531
2044410	506
20476320	507
205	493|499|518|529|531
205-6	499
2055981	499
205602334	486
206	493|499|527|529|531
20607359	506
2067	524
207	493|499|527|531
208	492|493|499|517|527|531
208pp	517
208th	518
209	493|499|523|529|531
20American	523
20Amsterdam	529
20Default	499
20Effects	523
20Everglades	523
20Geography	519
20Goldfinch	505
20Hague	486
20History	524
20Ibis	523
20In	530
20Information	523
20Jersey	505
20Motion	530
20New	505
20Noize	495
20SL	519
20Samuel	529
20Spotlight	515
20Supplemental	523
20The	486
20Unidos	524
20Urodela	527
20Week	526
20White	523
20aardappeloproer	529
20administratively	524
20al	523
20amor	526
20an	524
20and	524
20bird	505|523
20boundaries	524
20bsl	519
20by	524|527
20characterized	524
20colonies	523
20colour	527
20creole	519
20degraded	527
20ecosystems	527
20et	523
20evolution	527
20extinctions	527
20fires	523
20fixed	524
20form	524
20gitano	526
20government	524
20het	529
20idol	506
20idol's	506
20in	529
20indian	523
20intelligible	519
20is	524
20kindle	486
20legally	524
20lily	491
20local	524
20metamorphosis	527
20mutually	519
20neoteny	527
20obligate	527
20of	523|524|527|529
20on	523
20opera	529
20recognized	524
20redevelopment	527
20regional	527
20some	524
20state	505
20status	524
20th	486|488|492|493|496|499|501|503|504|516|517|518|520|521|529|530|534|535
20th-century	533
20that	524
20urban	524
20usually	524
20wading	523
20with	524
20yearsoftheturnerprize	533
21	486|488|489|490|491|492|493|495|496|498|499|500|501|502|503|504|505|506|507|508|513|515|517|518|519|520|521|522|523|524|525|526|527|528|529|530|531|533
21-24	499
21-32	528
21-second	531
210	493|499|517|531|533
2100-1001_3-214057	486
2100-1017-235621	486
2100-1025_3-5783824	486
2100-18560_162-6875877	518
210200911	486
2107th	490
211	493|499|507|517|527|529|531
2110-1030_3-6185975	486
21184176	523
2119	524
212	493|499|527|531
21267757	528
21271-american-media-to-expand-book-program-	509
212th	518
213	492|493|499|519|531
214	486|493|499|531
21445	527
2147	524
215	493|499|508|527|531|533
216	493|499|522|531|533
2161	527
2165	528
217	492|493|499|514|529|531
2173	505
2174	505
2175	527
218	493|499|517|522|531
21800	499
2189	523
219	493|499|507|529|531
21E	528
21st	486|492|493|495|507|517|518|531
22	486|488|489|490|491|492|493|495|496|499|500|503|505|506|507|508|510|513|515|517|518|519|520|521|522|523|524|525|527|529|530|531|533
22-23	522
22-36	528
220	490|493|499|514|524|531
220-221	499
22049	531
2204926	499
221	493|499|529|531
222	493|496|499|501|531
2225	501
22253785	527
223	493|499|523|528|531
224	493|499|529|531
22413	507
2246	527
225	493|499|517|531
226	493|499|523|531
227	493|499|527|531
228	486|493|499|517|531
229	493|499|531
22936	486
22White	523
22skin	527
23	486|488|489|490|491|492|493|495|496|499|501|503|505|506|507|508|510|512|513|514|515|517|518|519|520|521|522|523|524|525|526|527|528|529|530|531|533
23-24	499
23-39	528
230	493|499|501|519|531
2300	499
2301247	510
2307	490|499|517|523|524|527
23070310388	520|521
231	493|499|503|507|527|531
23101962-5001026	531
2312	506
232	493|499|524|531
2325	496
233	489|499|531
234	492|499|503|507|531|533
235	489|493|499|517|531|533
236	493|499|531
23663753-10388	531
236914	531
237	499|505|517|531
237874	506
238	495|499|531
23836	486
239	499|531
23E	528
23S	523
23a	493
23appeal	492
23cookbook	492
23love	492
23rd	510
23x1	492
23x2	492
24	486|488|489|490|491|492|493|495|496|499|501|503|505|506|507|508|515|516|517|518|519|520|521|522|523|524|525|527|528|529|530|531|533
24-38-40	528
24-hour	492|496|531
240	493|499|527|530|531
240-241	522
240001	491
241	486|499|507|518|524|525|531
24106	529
24112	529
241B	525
241M	525
242	493|499|517|531
243	486|499|524|531
244	499|523|524|525|531|533
2446305	531
2447	533
245	492|503|517|531
246	531
247	492|499|522|531|533
248	489|492|517|531
249	494|527|531
24a	493
24idol	506
24p	492
25	486|487|488|489|490|491|492|493|495|496|499|501|503|505|506|507|508|510|514|515|517|518|519|520|521|522|523|524|525|527|528|529|530|531|533
25-26	522
25-33	528
25-member	514
25-second	531
250	492|493|509|514|519|520|521|527|531
2500	520|521
251	508|531
2513	531
252	522|531
253	501|522|531
2535566	501
254	499|531
25484343	503
255	495|499|523|531
256	524|529|531
257	531
257911-amy-winehouse-booed-off-stage	531
258	493|531
258644	529
259	522|531
25945	495
25E	528
25s	531
25th	530
26	486|488|490|491|492|493|495|496|499|503|505|506|507|508|510|513|514|515|517|518|519|520|521|522|523|524|526|527|528|529|530|531|533
26-47	528
260	499|529|531
261	499|523|531
2610157	527
26170	524
26186258	495
262	531
26278	531
2629860	499
263	499|531
264	499|531
26468	526
265	525|531
2652437	517
2653	515
266	499|517|531
266pp	517
267	531|535
2674263	517
268	517|525|531
2682	528
26832	506
26889	486
269	531
269319	506
27	486|488|490|491|492|493|495|496|499|503|505|506|507|508|515|517|518|519|520|521|522|523|524|526|527|528|529|530|531|533
27-14	518
27-38	528
27-6	518
27-year-old	531
270	486|499|524|527|531|533
2700	499
271	493|507|531
272	492|499|517|530|531
2727006	525
2730	486
2736616	531
274	499|527
27402636	531
275	499|529|535
276	499
278	492|515|517|523
27Amsterdam_200_jaar_ouder_dan_aangenomen	529
27E	528
27bran	506
27th	528|534
28	486|488|489|490|492|493|495|496|498|499|503|505|506|507|508|509|515|517|518|519|520|521|522|523|524|525|526|527|528|529|530|531|533
28-	528
280	499
28002633	506
28035	515
28082	506
281	499|517|529
282	486|493|499
283	493
284	499
2848	506
285	493|523|524|527|533
286	533
2860414	510
28623391	531
287	499|525|527
288-289	499
2880057	527
289	529
28adde	506
28idol	506
28music	486
28th	490|528|531
29	486|487|488|489|490|492|493|495|496|498|499|501|502|503|505|506|507|508|509|514|515|517|518|519|520|521|522|523|524|525|527|528|529|530|531|533
29-	528
29-49	533
290	517|535
29023	527
291	518|527
293	502|527
2936154	517
29378542_1_rumer-singers-brits	531
294	508|527
2955778	496
296	499|508|524|527|533
296-298	499
297	518|527
29797	527
298	493|523|524
299	499
299114	515
29E	528
2B	528
2C	529
2C_Holland	529
2ENJUxG5cQwC	505
2Easp	533
2Farchive	491
2Fcustom	533
2Fengine	533
2Findex_test	491
2Fmusic	491
2Fmusicvideo	491
2Fpeople	533
2L	492
2Q	486
2bbcb3ef82e6f9d6065238bb4fb65daa	505
2bishop	519
2d	508
2nd	486|492|493|499|507|508|517|524|535
2thinknow	529
2thinknow-innovation-cities-global-256-index	529
2u8a4wgw	531
2up	523
2x	495
3	486|487|488|489|490|491|492|493|494|495|496|497|498|499|500|501|502|503|504|505|506|507|508|509|510|512|513|514|515|516|517|518|519|520|521|522|523|524|525|526|527|528|529|530|531|532|533|535
3'	506
3-11-016746-8	503
3-4	522
3-5	529
3-Insider	496
3-amino-	528
3-year	522
30	486|488|490|491|492|493|495|496|498|499|500|501|503|505|506|507|508|515|517|518|519|520|521|522|523|524|525|527|528|529|530|531|533
30'	499
30-	506
30-33430	493
30-Oct	522
30-second	520|521
30-seconds	506
30-songs-30-days-for-half-the-sky1	530
300	486|490|493|499|501|508|517|518|519|523|524|527|529
3000	498|499
301	496|507|524
3014589	531
30158520	527
302	496
30288	531
303	493|499|517|523
304	492|505
30460-don-mclean-american-pie-was-written-in-philly-and-first-performed-at-temple	515
305	492|517
30545640_1_amazon-software-engineers-online-video-delivery	486
30583	531
306	492|517|524|527
307	499|505|517|523|527
308	499
309	492|493|524|529
309-10	517
3099	527
30ellen	507
30idol	506
30th	530|534
30years	486
31	486|488|489|490|491|492|493|495|496|499|500|502|503|505|506|507|508|509|515|517|518|519|520|521|522|523|524|527|528|529|530|531|533
31-Sept	522
